Via_de_acesso;UF;nome_pais_correto;mes;ano;Chegadas
Aérea;Amazonas;Malta;Fevereiro;2025;4
Aérea;Pernambuco;Malta;Fevereiro;2025;1
Aérea;Bahia;Malta;Fevereiro;2025;2
Aérea;Rio de Janeiro;Malta;Fevereiro;2025;54
Aérea;São Paulo;Malta;Fevereiro;2025;2
Aérea;São Paulo;Malta;Fevereiro;2025;108
Terrestre;Amazonas;Malta;Fevereiro;2025;2
Terrestre;Paraná;Malta;Fevereiro;2025;1
Terrestre;Paraná;Malta;Fevereiro;2025;13
Aérea;Ceará;Malásia;Fevereiro;2025;1
Aérea;Bahia;Malásia;Fevereiro;2025;2
Aérea;Rio de Janeiro;Malásia;Fevereiro;2025;89
Aérea;São Paulo;Malásia;Fevereiro;2025;2
Aérea;São Paulo;Malásia;Fevereiro;2025;157
Aérea;Santa Catarina;Malásia;Fevereiro;2025;1
Aérea;Rio Grande do Sul;Malásia;Fevereiro;2025;1
Terrestre;Roraima;Malásia;Fevereiro;2025;1
Terrestre;Paraná;Malásia;Fevereiro;2025;50
Marítima;Santa Catarina;Malásia;Fevereiro;2025;1
Aérea;Pará;Marrocos;Fevereiro;2025;19
Aérea;Ceará;Marrocos;Fevereiro;2025;2
Aérea;Pernambuco;Marrocos;Fevereiro;2025;1
Aérea;Bahia;Marrocos;Fevereiro;2025;3
Aérea;Rio de Janeiro;Marrocos;Fevereiro;2025;85
Aérea;São Paulo;Marrocos;Fevereiro;2025;11
Aérea;São Paulo;Marrocos;Fevereiro;2025;534
Terrestre;Paraná;Marrocos;Fevereiro;2025;1
Terrestre;Paraná;Marrocos;Fevereiro;2025;1
Terrestre;Rio Grande do Sul;Marrocos;Fevereiro;2025;2
Terrestre;Mato Grosso do Sul;Marrocos;Fevereiro;2025;1
Marítima;Rio de Janeiro;Marrocos;Fevereiro;2025;1
Fluvial;Amapá;Marrocos;Fevereiro;2025;5
Aérea;Rio de Janeiro;Mauritânia;Fevereiro;2025;2
Aérea;São Paulo;Mauritânia;Fevereiro;2025;19
Aérea;Rio de Janeiro;Maurício;Fevereiro;2025;4
Aérea;São Paulo;Maurício;Fevereiro;2025;8
Fluvial;Amapá;Maurício;Fevereiro;2025;1
Aérea;Rio de Janeiro;Mianma;Fevereiro;2025;2
Aérea;São Paulo;Mianma;Fevereiro;2025;5
Terrestre;Paraná;Mianma;Fevereiro;2025;2
Marítima;São Paulo;Mianma;Fevereiro;2025;5
Aérea;Bahia;Moldávia;Fevereiro;2025;1
Aérea;Rio de Janeiro;Moldávia;Fevereiro;2025;11
Aérea;São Paulo;Moldávia;Fevereiro;2025;10
Aérea;Santa Catarina;Moldávia;Fevereiro;2025;1
Aérea;Amazonas;Mongólia;Fevereiro;2025;2
Aérea;Rio de Janeiro;Mongólia;Fevereiro;2025;2
Aérea;São Paulo;Mongólia;Fevereiro;2025;5
Aérea;Paraná;Mongólia;Fevereiro;2025;1
Aérea;Pará;Montenegro;Fevereiro;2025;1
Aérea;Rio de Janeiro;Montenegro;Fevereiro;2025;16
Aérea;São Paulo;Montenegro;Fevereiro;2025;25
Terrestre;Paraná;Montenegro;Fevereiro;2025;1
Terrestre;Paraná;Montenegro;Fevereiro;2025;3
Aérea;Ceará;Moçambique;Fevereiro;2025;1
Aérea;Bahia;Moçambique;Fevereiro;2025;1
Aérea;Minas Gerais;Moçambique;Fevereiro;2025;1
Aérea;Rio de Janeiro;Moçambique;Fevereiro;2025;4
Aérea;São Paulo;Moçambique;Fevereiro;2025;293
Terrestre;Paraná;Moçambique;Fevereiro;2025;1
Terrestre;Rio Grande do Sul;Moçambique;Fevereiro;2025;1
Aérea;Amazonas;México;Fevereiro;2025;28
Aérea;Pará;México;Fevereiro;2025;11
Aérea;Ceará;México;Fevereiro;2025;4
Aérea;Pernambuco;México;Fevereiro;2025;4
Aérea;Bahia;México;Fevereiro;2025;10
Aérea;Minas Gerais;México;Fevereiro;2025;18
Aérea;Rio de Janeiro;México;Fevereiro;2025;1612
Aérea;São Paulo;México;Fevereiro;2025;15
Aérea;São Paulo;México;Fevereiro;2025;6614
Aérea;Paraná;México;Fevereiro;2025;13
Aérea;Santa Catarina;México;Fevereiro;2025;50
Aérea;Rio Grande do Sul;México;Fevereiro;2025;27
Aérea;Distrito Federal;México;Fevereiro;2025;73
Terrestre;Roraima;México;Fevereiro;2025;2
Terrestre;Paraná;México;Fevereiro;2025;1
Terrestre;Paraná;México;Fevereiro;2025;18
Terrestre;Paraná;México;Fevereiro;2025;324
Terrestre;Paraná;México;Fevereiro;2025;1
Terrestre;Santa Catarina;México;Fevereiro;2025;1
Terrestre;Santa Catarina;México;Fevereiro;2025;1
Terrestre;Rio Grande do Sul;México;Fevereiro;2025;7
Terrestre;Rio Grande do Sul;México;Fevereiro;2025;4
Terrestre;Rio Grande do Sul;México;Fevereiro;2025;1
Terrestre;Rio Grande do Sul;México;Fevereiro;2025;3
Terrestre;Rio Grande do Sul;México;Fevereiro;2025;11
Terrestre;Mato Grosso do Sul;México;Fevereiro;2025;11
Terrestre;Mato Grosso do Sul;México;Fevereiro;2025;17
Marítima;Rio de Janeiro;México;Fevereiro;2025;20
Marítima;São Paulo;México;Fevereiro;2025;80
Marítima;Santa Catarina;México;Fevereiro;2025;55
Marítima;Santa Catarina;México;Fevereiro;2025;9
Aérea;Rio de Janeiro;Mônaco;Fevereiro;2025;5
Aérea;São Paulo;Mônaco;Fevereiro;2025;1
Terrestre;Paraná;Mônaco;Fevereiro;2025;4
Aérea;Rio de Janeiro;Namíbia;Fevereiro;2025;3
Aérea;São Paulo;Namíbia;Fevereiro;2025;15
Aérea;Rio de Janeiro;Nepal;Fevereiro;2025;2
Aérea;São Paulo;Nepal;Fevereiro;2025;26
Marítima;Santa Catarina;Nepal;Fevereiro;2025;2
Aérea;Amazonas;Nicarágua;Fevereiro;2025;3
Aérea;Bahia;Nicarágua;Fevereiro;2025;1
Aérea;Rio de Janeiro;Nicarágua;Fevereiro;2025;34
Aérea;São Paulo;Nicarágua;Fevereiro;2025;74
Aérea;Santa Catarina;Nicarágua;Fevereiro;2025;3
Aérea;Rio Grande do Sul;Nicarágua;Fevereiro;2025;1
Aérea;Distrito Federal;Nicarágua;Fevereiro;2025;2
Terrestre;Roraima;Nicarágua;Fevereiro;2025;1
Terrestre;Paraná;Nicarágua;Fevereiro;2025;2
Terrestre;Santa Catarina;Nicarágua;Fevereiro;2025;1
Aérea;Rio de Janeiro;Nigéria;Fevereiro;2025;11
Aérea;São Paulo;Nigéria;Fevereiro;2025;86
Terrestre;Mato Grosso do Sul;Nigéria;Fevereiro;2025;1
Aérea;Amazonas;Noruega;Fevereiro;2025;5
Aérea;Pará;Noruega;Fevereiro;2025;2
Aérea;Ceará;Noruega;Fevereiro;2025;110
Aérea;Rio Grande do Norte;Noruega;Fevereiro;2025;124
Aérea;Pernambuco;Noruega;Fevereiro;2025;16
Aérea;Bahia;Noruega;Fevereiro;2025;28
Aérea;Minas Gerais;Noruega;Fevereiro;2025;3
Aérea;Rio de Janeiro;Noruega;Fevereiro;2025;639
Aérea;São Paulo;Noruega;Fevereiro;2025;4
Aérea;São Paulo;Noruega;Fevereiro;2025;585
Aérea;Paraná;Noruega;Fevereiro;2025;1
Aérea;Santa Catarina;Noruega;Fevereiro;2025;21
Aérea;Distrito Federal;Noruega;Fevereiro;2025;8
Terrestre;Acre;Noruega;Fevereiro;2025;1
Terrestre;Paraná;Noruega;Fevereiro;2025;11
Terrestre;Paraná;Noruega;Fevereiro;2025;78
Terrestre;Rio Grande do Sul;Noruega;Fevereiro;2025;7
Marítima;Maranhão;Noruega;Fevereiro;2025;4
Marítima;Ceará;Noruega;Fevereiro;2025;1
Marítima;Pernambuco;Noruega;Fevereiro;2025;2
Marítima;Pernambuco;Noruega;Fevereiro;2025;2
Marítima;São Paulo;Noruega;Fevereiro;2025;2
Marítima;Santa Catarina;Noruega;Fevereiro;2025;8
Fluvial;Amapá;Noruega;Fevereiro;2025;1
Aérea;Amazonas;Nova Zelândia;Fevereiro;2025;1
Aérea;Bahia;Nova Zelândia;Fevereiro;2025;1
Aérea;Minas Gerais;Nova Zelândia;Fevereiro;2025;13
Aérea;Rio de Janeiro;Nova Zelândia;Fevereiro;2025;122
Aérea;São Paulo;Nova Zelândia;Fevereiro;2025;1127
Aérea;Paraná;Nova Zelândia;Fevereiro;2025;2
Aérea;Paraná;Nova Zelândia;Fevereiro;2025;6
Aérea;Santa Catarina;Nova Zelândia;Fevereiro;2025;14
Aérea;Rio Grande do Sul;Nova Zelândia;Fevereiro;2025;3
Aérea;Distrito Federal;Nova Zelândia;Fevereiro;2025;7
Terrestre;Amazonas;Nova Zelândia;Fevereiro;2025;3
Terrestre;Paraná;Nova Zelândia;Fevereiro;2025;7
Terrestre;Paraná;Nova Zelândia;Fevereiro;2025;66
Terrestre;Rio Grande do Sul;Nova Zelândia;Fevereiro;2025;2
Terrestre;Rio Grande do Sul;Nova Zelândia;Fevereiro;2025;2
Terrestre;Rio Grande do Sul;Nova Zelândia;Fevereiro;2025;2
Terrestre;Mato Grosso do Sul;Nova Zelândia;Fevereiro;2025;1
Marítima;Pernambuco;Nova Zelândia;Fevereiro;2025;4
Marítima;São Paulo;Nova Zelândia;Fevereiro;2025;2
Marítima;Santa Catarina;Nova Zelândia;Fevereiro;2025;6
Aérea;Rio de Janeiro;Omã;Fevereiro;2025;2
Aérea;São Paulo;Omã;Fevereiro;2025;8
Aérea;Rio de Janeiro;Palestina;Fevereiro;2025;2
Aérea;São Paulo;Palestina;Fevereiro;2025;19
Aérea;Distrito Federal;Palestina;Fevereiro;2025;1
Terrestre;Rio Grande do Sul;Palestina;Fevereiro;2025;1
Aérea;Amazonas;Panamá;Fevereiro;2025;2
Aérea;Bahia;Panamá;Fevereiro;2025;1
Aérea;Minas Gerais;Panamá;Fevereiro;2025;18
Aérea;Rio de Janeiro;Panamá;Fevereiro;2025;488
Aérea;São Paulo;Panamá;Fevereiro;2025;462
Aérea;Santa Catarina;Panamá;Fevereiro;2025;26
Aérea;Rio Grande do Sul;Panamá;Fevereiro;2025;16
Aérea;Distrito Federal;Panamá;Fevereiro;2025;52
Terrestre;Paraná;Panamá;Fevereiro;2025;2
Terrestre;Paraná;Panamá;Fevereiro;2025;5
Terrestre;Rio Grande do Sul;Panamá;Fevereiro;2025;1
Terrestre;Rio Grande do Sul;Panamá;Fevereiro;2025;1
Marítima;Rio de Janeiro;Panamá;Fevereiro;2025;4
Marítima;São Paulo;Panamá;Fevereiro;2025;8
Marítima;Santa Catarina;Panamá;Fevereiro;2025;2
Marítima;Santa Catarina;Panamá;Fevereiro;2025;3
Aérea;Bahia;Papua Nova Guiné;Fevereiro;2025;1
Aérea;Rio de Janeiro;Papua Nova Guiné;Fevereiro;2025;1
Aérea;Rio de Janeiro;Paquistão;Fevereiro;2025;5
Aérea;São Paulo;Paquistão;Fevereiro;2025;56
Aérea;Paraná;Paquistão;Fevereiro;2025;1
Aérea;Distrito Federal;Paquistão;Fevereiro;2025;1
Terrestre;Paraná;Paquistão;Fevereiro;2025;1
Aérea;Amazonas;Paraguai;Fevereiro;2025;4
Aérea;Ceará;Paraguai;Fevereiro;2025;5
Aérea;Rio Grande do Norte;Paraguai;Fevereiro;2025;7
Aérea;Pernambuco;Paraguai;Fevereiro;2025;62
Aérea;Bahia;Paraguai;Fevereiro;2025;5
Aérea;Bahia;Paraguai;Fevereiro;2025;16
Aérea;Minas Gerais;Paraguai;Fevereiro;2025;1
Aérea;Rio de Janeiro;Paraguai;Fevereiro;2025;404
Aérea;São Paulo;Paraguai;Fevereiro;2025;504
Aérea;São Paulo;Paraguai;Fevereiro;2025;4458
Aérea;Paraná;Paraguai;Fevereiro;2025;57
Aérea;Paraná;Paraguai;Fevereiro;2025;397
Aérea;Santa Catarina;Paraguai;Fevereiro;2025;1127
Aérea;Rio Grande do Sul;Paraguai;Fevereiro;2025;3
Aérea;Mato Grosso do Sul;Paraguai;Fevereiro;2025;12
Aérea;Distrito Federal;Paraguai;Fevereiro;2025;14
Terrestre;Rondônia;Paraguai;Fevereiro;2025;3
Terrestre;Acre;Paraguai;Fevereiro;2025;3
Terrestre;Paraná;Paraguai;Fevereiro;2025;6
Terrestre;Paraná;Paraguai;Fevereiro;2025;46152
Terrestre;Paraná;Paraguai;Fevereiro;2025;346
Terrestre;Paraná;Paraguai;Fevereiro;2025;1223
Terrestre;Paraná;Paraguai;Fevereiro;2025;139
Terrestre;Paraná;Paraguai;Fevereiro;2025;1
Terrestre;Santa Catarina;Paraguai;Fevereiro;2025;1140
Terrestre;Santa Catarina;Paraguai;Fevereiro;2025;195
Terrestre;Rio Grande do Sul;Paraguai;Fevereiro;2025;14
Terrestre;Rio Grande do Sul;Paraguai;Fevereiro;2025;21
Terrestre;Rio Grande do Sul;Paraguai;Fevereiro;2025;6
Terrestre;Rio Grande do Sul;Paraguai;Fevereiro;2025;8
Terrestre;Rio Grande do Sul;Paraguai;Fevereiro;2025;213
Terrestre;Rio Grande do Sul;Paraguai;Fevereiro;2025;414
Terrestre;Rio Grande do Sul;Paraguai;Fevereiro;2025;485
Terrestre;Mato Grosso do Sul;Paraguai;Fevereiro;2025;26
Terrestre;Mato Grosso do Sul;Paraguai;Fevereiro;2025;1725
Marítima;Rio de Janeiro;Paraguai;Fevereiro;2025;14
Marítima;São Paulo;Paraguai;Fevereiro;2025;19
Marítima;Santa Catarina;Paraguai;Fevereiro;2025;14
Marítima;Santa Catarina;Paraguai;Fevereiro;2025;18
Fluvial;Rio Grande do Sul;Paraguai;Fevereiro;2025;226
Fluvial;Rio Grande do Sul;Paraguai;Fevereiro;2025;103
Aérea;São Paulo;Países não especificados;Fevereiro;2025;2
Aérea;Amazonas;Peru;Fevereiro;2025;15
Aérea;Pará;Peru;Fevereiro;2025;6
Aérea;Ceará;Peru;Fevereiro;2025;6
Aérea;Rio Grande do Norte;Peru;Fevereiro;2025;1
Aérea;Pernambuco;Peru;Fevereiro;2025;8
Aérea;Alagoas;Peru;Fevereiro;2025;2
Aérea;Bahia;Peru;Fevereiro;2025;2
Aérea;Bahia;Peru;Fevereiro;2025;11
Aérea;Minas Gerais;Peru;Fevereiro;2025;12
Aérea;Rio de Janeiro;Peru;Fevereiro;2025;3404
Aérea;São Paulo;Peru;Fevereiro;2025;3
Aérea;São Paulo;Peru;Fevereiro;2025;9117
Aérea;São Paulo;Peru;Fevereiro;2025;1
Aérea;Paraná;Peru;Fevereiro;2025;30
Aérea;Paraná;Peru;Fevereiro;2025;495
Aérea;Santa Catarina;Peru;Fevereiro;2025;359
Aérea;Rio Grande do Sul;Peru;Fevereiro;2025;240
Aérea;Distrito Federal;Peru;Fevereiro;2025;1290
Terrestre;Rondônia;Peru;Fevereiro;2025;4
Terrestre;Acre;Peru;Fevereiro;2025;1308
Terrestre;Acre;Peru;Fevereiro;2025;4
Terrestre;Acre;Peru;Fevereiro;2025;87
Terrestre;Amazonas;Peru;Fevereiro;2025;107
Terrestre;Roraima;Peru;Fevereiro;2025;1
Terrestre;Roraima;Peru;Fevereiro;2025;7
Terrestre;Amapá;Peru;Fevereiro;2025;15
Terrestre;Paraná;Peru;Fevereiro;2025;163
Terrestre;Paraná;Peru;Fevereiro;2025;957
Terrestre;Santa Catarina;Peru;Fevereiro;2025;6
Terrestre;Santa Catarina;Peru;Fevereiro;2025;4
Terrestre;Rio Grande do Sul;Peru;Fevereiro;2025;19
Terrestre;Rio Grande do Sul;Peru;Fevereiro;2025;7
Terrestre;Rio Grande do Sul;Peru;Fevereiro;2025;2
Terrestre;Rio Grande do Sul;Peru;Fevereiro;2025;77
Terrestre;Rio Grande do Sul;Peru;Fevereiro;2025;27
Terrestre;Rio Grande do Sul;Peru;Fevereiro;2025;210
Terrestre;Mato Grosso do Sul;Peru;Fevereiro;2025;130
Terrestre;Mato Grosso do Sul;Peru;Fevereiro;2025;2
Marítima;Rio de Janeiro;Peru;Fevereiro;2025;36
Marítima;São Paulo;Peru;Fevereiro;2025;135
Marítima;Santa Catarina;Peru;Fevereiro;2025;44
Marítima;Santa Catarina;Peru;Fevereiro;2025;24
Fluvial;Amapá;Peru;Fevereiro;2025;13
Fluvial;Rio Grande do Sul;Peru;Fevereiro;2025;1
Fluvial;Rio Grande do Sul;Peru;Fevereiro;2025;1
Aérea;Amazonas;Polônia;Fevereiro;2025;16
Aérea;Pará;Polônia;Fevereiro;2025;1
Aérea;Ceará;Polônia;Fevereiro;2025;88
Aérea;Rio Grande do Norte;Polônia;Fevereiro;2025;4
Aérea;Pernambuco;Polônia;Fevereiro;2025;14
Aérea;Bahia;Polônia;Fevereiro;2025;65
Aérea;Minas Gerais;Polônia;Fevereiro;2025;12
Aérea;Rio de Janeiro;Polônia;Fevereiro;2025;1372
Aérea;São Paulo;Polônia;Fevereiro;2025;27
Aérea;São Paulo;Polônia;Fevereiro;2025;1849
Aérea;Paraná;Polônia;Fevereiro;2025;4
Aérea;Paraná;Polônia;Fevereiro;2025;11
Aérea;Santa Catarina;Polônia;Fevereiro;2025;29
Aérea;Distrito Federal;Polônia;Fevereiro;2025;14
Terrestre;Rondônia;Polônia;Fevereiro;2025;1
Terrestre;Acre;Polônia;Fevereiro;2025;1
Terrestre;Amazonas;Polônia;Fevereiro;2025;8
Terrestre;Roraima;Polônia;Fevereiro;2025;20
Terrestre;Paraná;Polônia;Fevereiro;2025;32
Terrestre;Paraná;Polônia;Fevereiro;2025;691
Terrestre;Rio Grande do Sul;Polônia;Fevereiro;2025;8
Terrestre;Rio Grande do Sul;Polônia;Fevereiro;2025;1
Terrestre;Mato Grosso do Sul;Polônia;Fevereiro;2025;1
Marítima;Ceará;Polônia;Fevereiro;2025;1
Marítima;Pernambuco;Polônia;Fevereiro;2025;2
Marítima;Rio de Janeiro;Polônia;Fevereiro;2025;82
Marítima;São Paulo;Polônia;Fevereiro;2025;113
Marítima;Santa Catarina;Polônia;Fevereiro;2025;28
Marítima;Santa Catarina;Polônia;Fevereiro;2025;1
Fluvial;Rio Grande do Sul;Polônia;Fevereiro;2025;6
Terrestre;Rio Grande do Sul;Porto Rico;Fevereiro;2025;1
Terrestre;Rio Grande do Sul;Porto Rico;Fevereiro;2025;1
Aérea;Amazonas;Portugal;Fevereiro;2025;49
Aérea;Pará;Portugal;Fevereiro;2025;239
Aérea;Ceará;Portugal;Fevereiro;2025;1906
Aérea;Rio Grande do Norte;Portugal;Fevereiro;2025;636
Aérea;Pernambuco;Portugal;Fevereiro;2025;1586
Aérea;Alagoas;Portugal;Fevereiro;2025;289
Aérea;Bahia;Portugal;Fevereiro;2025;2
Aérea;Bahia;Portugal;Fevereiro;2025;2589
Aérea;Minas Gerais;Portugal;Fevereiro;2025;1380
Aérea;Rio de Janeiro;Portugal;Fevereiro;2025;7548
Aérea;São Paulo;Portugal;Fevereiro;2025;3563
Aérea;São Paulo;Portugal;Fevereiro;2025;9571
Aérea;Paraná;Portugal;Fevereiro;2025;11
Aérea;Santa Catarina;Portugal;Fevereiro;2025;329
Aérea;Rio Grande do Sul;Portugal;Fevereiro;2025;2
Aérea;Rio Grande do Sul;Portugal;Fevereiro;2025;2
Aérea;Distrito Federal;Portugal;Fevereiro;2025;1035
Terrestre;Rondônia;Portugal;Fevereiro;2025;1
Terrestre;Acre;Portugal;Fevereiro;2025;3
Terrestre;Amazonas;Portugal;Fevereiro;2025;5
Terrestre;Roraima;Portugal;Fevereiro;2025;2
Terrestre;Roraima;Portugal;Fevereiro;2025;3
Terrestre;Amapá;Portugal;Fevereiro;2025;3
Terrestre;Paraná;Portugal;Fevereiro;2025;21
Terrestre;Paraná;Portugal;Fevereiro;2025;75
Terrestre;Santa Catarina;Portugal;Fevereiro;2025;1
Terrestre;Rio Grande do Sul;Portugal;Fevereiro;2025;2
Terrestre;Rio Grande do Sul;Portugal;Fevereiro;2025;4
Terrestre;Rio Grande do Sul;Portugal;Fevereiro;2025;2
Terrestre;Rio Grande do Sul;Portugal;Fevereiro;2025;10
Terrestre;Mato Grosso do Sul;Portugal;Fevereiro;2025;1
Terrestre;Mato Grosso do Sul;Portugal;Fevereiro;2025;1
Marítima;Espírito Santo;Portugal;Fevereiro;2025;2
Marítima;Rio de Janeiro;Portugal;Fevereiro;2025;9
Marítima;São Paulo;Portugal;Fevereiro;2025;56
Marítima;Santa Catarina;Portugal;Fevereiro;2025;23
Marítima;Santa Catarina;Portugal;Fevereiro;2025;24
Fluvial;Amapá;Portugal;Fevereiro;2025;2
Fluvial;Amapá;Portugal;Fevereiro;2025;3
Fluvial;Rio Grande do Sul;Portugal;Fevereiro;2025;1
Aérea;Rio de Janeiro;Quirguistão;Fevereiro;2025;4
Aérea;São Paulo;Quirguistão;Fevereiro;2025;7
Aérea;Pernambuco;Quênia;Fevereiro;2025;1
Aérea;Rio de Janeiro;Quênia;Fevereiro;2025;11
Aérea;São Paulo;Quênia;Fevereiro;2025;37
Marítima;Rio de Janeiro;Quênia;Fevereiro;2025;1
Marítima;Santa Catarina;Quênia;Fevereiro;2025;3
Aérea;Amazonas;Reino Unido;Fevereiro;2025;59
Aérea;Pará;Reino Unido;Fevereiro;2025;21
Aérea;Ceará;Reino Unido;Fevereiro;2025;172
Aérea;Rio Grande do Norte;Reino Unido;Fevereiro;2025;54
Aérea;Pernambuco;Reino Unido;Fevereiro;2025;222
Aérea;Alagoas;Reino Unido;Fevereiro;2025;3
Aérea;Bahia;Reino Unido;Fevereiro;2025;1
Aérea;Bahia;Reino Unido;Fevereiro;2025;337
Aérea;Minas Gerais;Reino Unido;Fevereiro;2025;370
Aérea;Rio de Janeiro;Reino Unido;Fevereiro;2025;7155
Aérea;São Paulo;Reino Unido;Fevereiro;2025;176
Aérea;São Paulo;Reino Unido;Fevereiro;2025;12560
Aérea;São Paulo;Reino Unido;Fevereiro;2025;3
Aérea;Paraná;Reino Unido;Fevereiro;2025;17
Aérea;Paraná;Reino Unido;Fevereiro;2025;11
Aérea;Santa Catarina;Reino Unido;Fevereiro;2025;156
Aérea;Rio Grande do Sul;Reino Unido;Fevereiro;2025;10
Aérea;Distrito Federal;Reino Unido;Fevereiro;2025;130
Terrestre;Rondônia;Reino Unido;Fevereiro;2025;1
Terrestre;Acre;Reino Unido;Fevereiro;2025;3
Terrestre;Amazonas;Reino Unido;Fevereiro;2025;33
Terrestre;Roraima;Reino Unido;Fevereiro;2025;7
Terrestre;Roraima;Reino Unido;Fevereiro;2025;3
Terrestre;Amapá;Reino Unido;Fevereiro;2025;3
Terrestre;Paraná;Reino Unido;Fevereiro;2025;105
Terrestre;Paraná;Reino Unido;Fevereiro;2025;2124
Terrestre;Santa Catarina;Reino Unido;Fevereiro;2025;1
Terrestre;Rio Grande do Sul;Reino Unido;Fevereiro;2025;28
Terrestre;Rio Grande do Sul;Reino Unido;Fevereiro;2025;2
Terrestre;Rio Grande do Sul;Reino Unido;Fevereiro;2025;1
Terrestre;Rio Grande do Sul;Reino Unido;Fevereiro;2025;4
Terrestre;Rio Grande do Sul;Reino Unido;Fevereiro;2025;1
Terrestre;Rio Grande do Sul;Reino Unido;Fevereiro;2025;9
Terrestre;Mato Grosso do Sul;Reino Unido;Fevereiro;2025;11
Terrestre;Mato Grosso do Sul;Reino Unido;Fevereiro;2025;2
Terrestre;Mato Grosso;Reino Unido;Fevereiro;2025;1
Marítima;Ceará;Reino Unido;Fevereiro;2025;1
Marítima;Paraíba;Reino Unido;Fevereiro;2025;1
Marítima;Pernambuco;Reino Unido;Fevereiro;2025;28
Marítima;Pernambuco;Reino Unido;Fevereiro;2025;40
Marítima;Bahia;Reino Unido;Fevereiro;2025;6
Marítima;Espírito Santo;Reino Unido;Fevereiro;2025;1
Marítima;Rio de Janeiro;Reino Unido;Fevereiro;2025;8
Marítima;São Paulo;Reino Unido;Fevereiro;2025;17
Marítima;Santa Catarina;Reino Unido;Fevereiro;2025;240
Marítima;Santa Catarina;Reino Unido;Fevereiro;2025;12
Fluvial;Amapá;Reino Unido;Fevereiro;2025;21
Fluvial;Amapá;Reino Unido;Fevereiro;2025;2
Aérea;Bahia;República Democrática do Congo;Fevereiro;2025;1
Aérea;Rio de Janeiro;República Democrática do Congo;Fevereiro;2025;3
Aérea;São Paulo;República Democrática do Congo;Fevereiro;2025;27
Aérea;Amazonas;República Dominicana;Fevereiro;2025;12
Aérea;Pará;República Dominicana;Fevereiro;2025;1
Aérea;Minas Gerais;República Dominicana;Fevereiro;2025;5
Aérea;Rio de Janeiro;República Dominicana;Fevereiro;2025;164
Aérea;São Paulo;República Dominicana;Fevereiro;2025;3
Aérea;São Paulo;República Dominicana;Fevereiro;2025;825
Aérea;Paraná;República Dominicana;Fevereiro;2025;1
Aérea;Paraná;República Dominicana;Fevereiro;2025;2
Aérea;Santa Catarina;República Dominicana;Fevereiro;2025;3
Aérea;Rio Grande do Sul;República Dominicana;Fevereiro;2025;56
Aérea;Distrito Federal;República Dominicana;Fevereiro;2025;39
Terrestre;Acre;República Dominicana;Fevereiro;2025;1
Terrestre;Amazonas;República Dominicana;Fevereiro;2025;1
Terrestre;Roraima;República Dominicana;Fevereiro;2025;1
Terrestre;Amapá;República Dominicana;Fevereiro;2025;8
Terrestre;Paraná;República Dominicana;Fevereiro;2025;5
Terrestre;Paraná;República Dominicana;Fevereiro;2025;2
Terrestre;Santa Catarina;República Dominicana;Fevereiro;2025;1
Terrestre;Rio Grande do Sul;República Dominicana;Fevereiro;2025;1
Terrestre;Rio Grande do Sul;República Dominicana;Fevereiro;2025;1
Terrestre;Rio Grande do Sul;República Dominicana;Fevereiro;2025;5
Terrestre;Mato Grosso do Sul;República Dominicana;Fevereiro;2025;1
Marítima;Santa Catarina;República Dominicana;Fevereiro;2025;2
Fluvial;Amapá;República Dominicana;Fevereiro;2025;3
Aérea;Amazonas;República Tcheca;Fevereiro;2025;9
Aérea;Pará;República Tcheca;Fevereiro;2025;5
Aérea;Ceará;República Tcheca;Fevereiro;2025;25
Aérea;Rio Grande do Norte;República Tcheca;Fevereiro;2025;2
Aérea;Pernambuco;República Tcheca;Fevereiro;2025;16
Aérea;Bahia;República Tcheca;Fevereiro;2025;20
Aérea;Minas Gerais;República Tcheca;Fevereiro;2025;4
Aérea;Rio de Janeiro;República Tcheca;Fevereiro;2025;572
Aérea;São Paulo;República Tcheca;Fevereiro;2025;1
Aérea;São Paulo;República Tcheca;Fevereiro;2025;259
Aérea;Paraná;República Tcheca;Fevereiro;2025;1
Aérea;Paraná;República Tcheca;Fevereiro;2025;1
Aérea;Santa Catarina;República Tcheca;Fevereiro;2025;6
Aérea;Rio Grande do Sul;República Tcheca;Fevereiro;2025;1
Aérea;Distrito Federal;República Tcheca;Fevereiro;2025;1
Terrestre;Acre;República Tcheca;Fevereiro;2025;1
Terrestre;Amazonas;República Tcheca;Fevereiro;2025;1
Terrestre;Amapá;República Tcheca;Fevereiro;2025;1
Terrestre;Paraná;República Tcheca;Fevereiro;2025;73
Terrestre;Paraná;República Tcheca;Fevereiro;2025;171
Terrestre;Paraná;República Tcheca;Fevereiro;2025;1
Terrestre;Santa Catarina;República Tcheca;Fevereiro;2025;1
Terrestre;Rio Grande do Sul;República Tcheca;Fevereiro;2025;3
Terrestre;Rio Grande do Sul;República Tcheca;Fevereiro;2025;1
Terrestre;Rio Grande do Sul;República Tcheca;Fevereiro;2025;2
Terrestre;Rio Grande do Sul;República Tcheca;Fevereiro;2025;2
Marítima;São Paulo;República Tcheca;Fevereiro;2025;1
Aérea;Amazonas;República da Coreia;Fevereiro;2025;11
Aérea;Ceará;República da Coreia;Fevereiro;2025;1
Aérea;Pernambuco;República da Coreia;Fevereiro;2025;21
Aérea;Bahia;República da Coreia;Fevereiro;2025;1
